address.streetAddress,address.city,address.state,address.zipcode,zpid,propertyTypeDimension,yearBuilt,county,livingArea,rentZestimate,monthlyHoaFee,price,url,datePosted,resoFacts.daysOnZillow,attributionInfo.trueStatus,imgSrc,bedrooms,bathrooms,longitude,latitude,description,rentAverage
36 Bluelake Boulevard,Pooler,GA,31322,65259388,Single Family,2006,Chatham,1371,2016,,319900,/homedetails/36-Bluelake-Blvd-Pooler-GA-31322/65259388_zpid/,4/17/2026,5,,https://photos.zillowstatic.com/fp/09fcc06085735cff97defc8f651d8b1a-p_d.jpg,3,2,-81.26061,32.059254,"Welcome to this beautifully maintained home ideally located near the heart of Pooler, offering convenient access to Costco, shopping, dining, Hunter Army Airfield, the nearby Hyundai plant, and so much more. This home has been meticulously cared for with thoughtful updates throughout, creating a warm and inviting space you’ll love coming home to. The primary bedroom is bright and airy, featuring elegant tray ceilings, a spacious walk-in closet, and an ensuite bath complete with a separate shower and relaxing garden tub—perfect for unwinding after a long day. Step outside to a truly special backyard retreat. Enjoy the beauty of mature trees, privacy fencing along the sides, and a charming picket fence that frames your view of the gorgeous lake just beyond. Whether you're enjoying your morning coffee or hosting friends, this outdoor space offers both tranquility and a stunning backdrop. With its prime location and pride of ownership throughout, this home is the perfect blend of comfort, convenience, and charm. Don’t miss your opportunity to make it yours!",2250
145 Holland Park Circle,Savannah,GA,31419,14183569,Townhouse,1983,Chatham,1544,1500,,199900,/homedetails/145-Holland-Park-Cir-Savannah-GA-31419/14183569_zpid/,4/17/2026,5,,https://photos.zillowstatic.com/fp/1de37456036d73b7e31d2dacfc645b7b-p_d.jpg,2,2,-81.13549,31.976576,"145 Holland Park in Savannah, GA is a 2-bedroom, 1.5-bath townhome with a functional layout and solid potential. This end-unit offers added privacy and extra natural light. The main level features a comfortable living area, dining space, and kitchen, along with a convenient half bath. Upstairs, you’ll find two well-sized bedrooms and a full bathroom.

This townhome  it a great option for investors or buyers looking to add their own personal touch. Conveniently located near shopping, dining, and major roadways.",1750
113 Fontenot Drive,Savannah,GA,31405,299355303,Single Family,2008,Chatham,1424,2166,,310000,/homedetails/113-Fontenot-Dr-Savannah-GA-31405/299355303_zpid/,3/27/2026,26,,https://photos.zillowstatic.com/fp/9ec77b378675d0a65b0f56531349d923-p_d.jpg,3,2,-81.21454,32.020832,"MOTIVATED SELLER! BRING US AN OFFER! Welcome home to this beautifully updated 3-bedroom, 2-bath property in Savannah! Featuring new flooring, fresh paint, and updated fixtures, this home is move-in ready. The spacious great room overlooks a covered patio—perfect for relaxing or entertaining. The open kitchen and dining area come fully equipped with stove, microwave/hood, refrigerator, dishwasher, and washer and dryer remains. The owner’s suite offers a tray ceiling, walk-in closet, and private bath with garden tub and separate shower.  Conveniently located just minutes from shopping, dining, and a short commute to HAAF and downtown Savannah. Schedule your showing today!",2300
40 Azalea Avenue,Garden City,GA,31408,14197138,Single Family,1962,Chatham,1904,,,299900,/homedetails/40-Azalea-Ave-Garden-City-GA-31408/14197138_zpid/,3/9/2026,44,,https://photos.zillowstatic.com/fp/99bab7800dbad23dea6f69b1db84f0ce-p_d.jpg,3,2,-81.15257,32.11819,"Drastic Price Reduction!!! Well maintained and remodeled brick ranch style on over a one acre lot. Many upgrades that include but not limited to are new windows, completely remodeled kitchen and baths, refinished hardwood floors, new light fixtures, new gas logs, new outside hardi plank storage building, woven shades throughout, and  all appliances, including washer and dryer. Garden  City is a very convenient location, only several miles to downtown, Pooler, Rincon, and South Carolina. Minutes away from Georgia Ports and Gulstream, along with other Westside businesses. The new Middle and High School are within walking distance.",1850
3308 Helen Street,Savannah,GA,31404,14171857,Single Family,1980,Chatham,1275,,,269900,/homedetails/3308-Helen-St-Savannah-GA-31404/14171857_zpid/,1/29/2026,83,,https://photos.zillowstatic.com/fp/4efcb118a09ce8ed8e34d79afe6fdde2-p_d.jpg,3,2,-81.066414,32.033066,"Charming bungalow just minutes from Thunderbolt! This 3-bedroom, 1.5-bath home sits on an approximately 0.25-acre lot and offers comfortable, updated living. Features include new flooring throughout, a fully renovated and well-equipped kitchen, and a spacious great room/den perfect for relaxing or entertaining. The primary bedroom includes a private ensuite half bath. Convenient location close to Thunderbolt, shopping, dining, and coastal amenities—ideal for a primary residence or investment opportunity.",2050
5326 Athena Dr,Savannah,GA,31404,14177061,Single Family,1954,Chatham,1086,,,225000,/homedetails/5326-Athena-Dr-Savannah-GA-31404/14177061_zpid/,4/10/2026,11,,https://photos.zillowstatic.com/fp/2eaaf16cb99d2560ccd79807b80f9b79-p_d.jpg,3,2,-81.069405,32.018463,"Welcome home to 5326 Athena Dr—a beautifully updated 3BR/2BA ranch-style home (1,086 sq ft) that's move-in ready and easy to love. Step inside to enjoy fresh updates throughout, including a bright, functional kitchen with butcher block countertops and stylish, spa-like baths featuring walk-in showers. Out back, you'll find a fully fenced yard with a peaceful pond view—the perfect backdrop for morning coffee, weekend grilling, or letting pets play. Plus, with a nearby walking path, it's easy to get in a quick jog, enjoy an evening stroll, or take the dog out without ever having to go far. Schedule your showing today and come see how much comfort and charm this home packs into one great address.",2050
6 Alpine Drive,Savannah,GA,31405,14175804,Single Family,1954,Chatham,1848,,,329000,/homedetails/6-Alpine-Dr-Savannah-GA-31405/14175804_zpid/,3/19/2026,34,,https://photos.zillowstatic.com/fp/88eb171dbf3354fa1b28ca59b7bffaed-p_d.jpg,4,2,-81.112114,32.027126,"Fresh, move in ready 4 bedroom brick ranch with a blend of updates and original midcentury character. Rare layout offers flexible space with new flooring throughout, plus preserved heart pine paneling and terrazzo floors in two rear bedrooms. Living area includes a fireplace for added comfort. Kitchen features new appliances, with dishwasher on order. Exterior includes screened porch, fenced yard, slab foundation, and carport. Prime location just off DeRenne corridor with quick access to Publix, Fresh Market, Starbucks, Chick fil A, and daily conveniences. Close to Hunter Army Airfield and Savannah Technical College. Updated, functional, and full of character. A solid option for buyers seeking space without renovation projects.",2950
1818 Jefferson Street,Savannah,GA,31401,14163209,Single Family,1930,Chatham,1235,,,185000,/homedetails/1818-Jefferson-St-Savannah-GA-31401/14163209_zpid/,4/3/2026,19,,https://photos.zillowstatic.com/fp/920b2bb2f29fc505de0be4890b1f0475-p_d.jpg,0,0,-81.102585,32.05998,"Opportunity knocks in the heart of Savannah’s Historic Thomas Square Streetcar District. This rare offering presents exceptional upside potential for investors, builders, or buyers with vision. The existing non contributing single story cottage may be renovated and expanded, or removed to make way for new construction. The lot measures approximately 35.5 by 50 feet, and a boundary survey is available.
Previously approved by the MPC, the sale includes architectural plans for a thoughtfully designed new single family residence with a two car garage and spacious covered rear porches on both levels. The proposed home features 1,027 square feet of living space on the upper level with a two bedroom, two bath layout. On the ground level, an oversized heated and cooled garage bay with a full bath provides ideal flex space for an art studio, workshop, gym, or hobby area, in addition to a second full garage bay. Total heated and cooled square footage is 1,199 square feet, with 2,394 square feet under roof including the garages.
Previously approved architectural plans may convey with the sale, giving buyers a valuable head start toward construction in one of downtown Savannah’s most sought after historic neighborhoods. Current structure is in very poor condition. Zoned TN 2.",
120 Hinesley Way,Pooler,GA,31322,460872890,Townhouse,2026,Chatham,1444,2110,120,279900,/homedetails/120-Hinesley-Way-Pooler-GA-31322/460872890_zpid/,3/5/2026,48,,https://photos.zillowstatic.com/fp/8f8d20459a5c8b726e35434c6b948210-p_d.jpg,3,3,-81.25295,32.073322,"Move-In Ready - Welcome to The Ascot floorplan! A thoughtfully designed 3-bedroom, 2.5-bath town home offering 1,444 square feet of stylish, low-maintenance living, including amenities like a pool and fitness center. Downstairs, you'll find a bright and open living area that flows effortlessly into the kitchen and dining spaces. The kitchen is equipped with a large center island, granite countertops throughout, and plenty of cabinet space ideal for both cooking and entertaining. Access to the attached garage and a convenient half bath complete the first floor. Upstairs features a private primary suite with an en-suite bath and generous closet space. Two additional bedrooms, a full bathroom, and a dedicated laundry room provide comfort and convenience for the whole household. All lender required closing costs to be paid for by seller with the use of a preferred lender (not to exceed $10,000). Washer, dryer, and refrigerator included when using a preferred lender.",2250
2004 N Fernwood Drive,Savannah,GA,31404,14171875,Single Family,1950,Chatham,1140,,,234900,/homedetails/2004-N-Fernwood-Dr-Savannah-GA-31404/14171875_zpid/,2/9/2026,72,,https://photos.zillowstatic.com/fp/18df76947d296e24c2f7a4d435d75f8f-p_d.jpg,3,1,-81.067894,32.031933,"Own for Less than you can Rent and get a NEW ROOF before closing! Perfect investment or starter home opportunity in Fernwood! Fantastic opportunity under $240k! The kitchen appliances, bathroom, flooring and light fixtures are all only 2 years old! This very cute 3 bedroom, 1 bath home is move in ready, and ready for your touch. Enjoy sitting on your rocking chair front porch on a quiet street while being minutes from the Savannah State, Truman Parkway, retail and restaurants. Your pets will have room to run on the large corner .24 acre lot. Bring your work truck or trailer- No HOA to constrict you. You can leave the car behind with city and SCAD bus lines around the corner. Located in an X flood zone. Priced for the possibilities, not perfection, so hurry to schedule your showing today!",2050
216 Pinecrest Place,Pooler,GA,31322,133709274,Single Family,1980,Chatham,1191,2147,,255000,/homedetails/216-Pinecrest-Pl-Pooler-GA-31322/133709274_zpid/,3/27/2026,26,,https://photos.zillowstatic.com/fp/cb27a424abea30724f56c8c5d2240f43-p_d.jpg,3,2,-81.255806,32.11624,"This recently renovated 3-bedroom, 2-bath home in Pooler’s Pinecrest neighborhood
blends modern updates with classic charm. Renovated in 2024, this move-in ready
property offers peace of mind with fresh finishes. Situated on a generous 0.39-acre lot,
this home provides plenty of outdoor space with room to relax, entertain, or expand. The
quiet, established neighborhood offers a sense of privacy while still being conveniently
located near Gulfstream, Hyundai, and Pooler Parkway while still being just a short drive
to downtown Savannah. Whether you're a first-time buyer, downsizing, or looking for a
solid investment opportunity, this home delivers.",2250
"The Cypress Plan, Savannah Highlands",Savannah,GA,31407,448662574,Single Family,2026,Chatham,2345,2551,,332900,/community/savannah-highlands/448662574_zpid/,4/9/2026,13,,https://photos.zillowstatic.com/fp/4604177718dd3d73e4d5b36b9bfdf903-p_d.jpg,4,3,-81.261635,32.177757,"Part of the Heartland Collection, the Cypress is a versatile two-story new construction home in southeast Georgia and Bluffton, SC, offering 4 bedrooms and 3 full baths. The main level features an open kitchen and living area designed for connection, along with a secondary bedroom and full bath, which is perfect for guests or flexible living.
Upstairs, a spacious primary suite provides privacy and comfort, complemented by a central loft that separates two additional bedrooms and a shared bath.
Designed for modern lifestyles in new home communities near Brunswick, Kingsland, Richmond Hill, Rincon, Savannah, Statesboro, and Bluffton, SC, the Cypress delivers functional space, thoughtful flow, and the personalized building experience Smith Family Homes is known for.",2550
